"旧路径","新路径","类型","迁移前SHA-256"
"文档/归档/阶段/窗口提示词/窗口13-前端壳.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口13-前端壳.md","document","68d1a20976609da60adc3822a7da0746eeb7a73a5d6f4805e612ec3fd57b2cd0"
"文档/归档/阶段/窗口提示词/窗口14-契约与测试支持.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口14-契约与测试支持.md","document","567f81973058e133dc3e2a4eab8626030abc6de85f73fa93173954b29313a8d5"
"文档/归档/阶段/窗口提示词/窗口15-集成只读审查.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口15-集成只读审查.md","document","485008711597507aeebdb13ad4cba44074a293d50296d946fd60ae426f4a94cf"
"文档/归档/阶段/窗口提示词/窗口20-第3波协调与冲突控制.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口20-第3波协调与冲突控制.md","document","8ddef8fec5b8d96e9e0dc5493c984d130ab9c6a740f26c7d0cb286542fbb2d94"
"文档/归档/阶段/窗口提示词/窗口21-评测报告与学习.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口21-评测报告与学习.md","document","4d318ea2d411308565e022724b4bb8f57843d4aeddd5e9460804aa11592c915d"
"文档/归档/阶段/窗口提示词/窗口22-持久化与数据库迁移.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口22-持久化与数据库迁移.md","document","cdc18f34e14839f08b2ab1d04fb235066ba1620e4b6fb552371311f9e2e1392d"
"文档/归档/阶段/窗口提示词/窗口23-核心应用服务.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口23-核心应用服务.md","document","1f136f57df6cb65207677294e9c2f0602e18379801341efcf216c4af6880143e"
"文档/归档/阶段/窗口提示词/窗口24-REST-SSE-WebSocket适配器.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口24-REST-SSE-WebSocket适配器.md","document","43b43d28c491245625e6400746c26f6c6d2a066527715a6807eacaca42b781cf"
"文档/归档/阶段/窗口提示词/窗口25-前端契约对齐.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口25-前端契约对齐.md","document","104945cf79080b277b74e79ef7ca1103cf003764f25ba1938032bbd552fb5ba2"
"文档/归档/阶段/窗口提示词/窗口26-集成静态审查.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口26-集成静态审查.md","document","0989173e4b36d2e2cf58c2552184fb2638e984c71e795ee5f99fb8a9641e3b02"
"文档/归档/阶段/窗口提示词/窗口27-评测报告学习契约收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口27-评测报告学习契约收口.md","document","a44676a588f193ad38b8963ea04de9100fa6467532fd28ce7b6f5ff61118f813"
"文档/归档/阶段/窗口提示词/窗口28-面试快照与语音答案原子收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口28-面试快照与语音答案原子收口.md","document","7f134b3c31974a4ba9ef807e8595603526a75a3eb77f5a039e0ec1a7c5194d92"
"文档/归档/阶段/窗口提示词/窗口29-启动会话安全与组件装配.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口29-启动会话安全与组件装配.md","document","d7612ce29c123dd38810971856fe80dc09514e7aa6fe50fbfefc4592e8fdac9e"
"文档/归档/阶段/窗口提示词/窗口30-持久化契约回填.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口30-持久化契约回填.md","document","148800c50bda4f6e9faa9e48ffb79c948ba89202009c29cacfe31ae0c55140f5"
"文档/归档/阶段/窗口提示词/窗口31-核心应用边界与幂等收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口31-核心应用边界与幂等收口.md","document","d4dc4c8d26b42a4dcc496362dfbd6d5cf22b58e1255727c03783337235f54cfb"
"文档/归档/阶段/窗口提示词/窗口32-持久化SSE流与重放.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口32-持久化SSE流与重放.md","document","223c209bd7c84ba9c7a7cc79572e2e6689bf053ed599af4cfae446d87b132c7c"
"文档/归档/阶段/窗口提示词/窗口33-第4波协调与目录租约.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口33-第4波协调与目录租约.md","document","a4492c43484a4b1dc35355df491329b29659e86cc08e8682940dd42070e8b3d1"
"文档/归档/阶段/窗口提示词/窗口34-入站公共与安全基础.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口34-入站公共与安全基础.md","document","b7c62464f5c66cd586c354efac97ca684e996bed8db5a0bb6ced105ff1078d94"
"文档/归档/阶段/窗口提示词/窗口35-REST身份题库与练习.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口35-REST身份题库与练习.md","document","c51044db7063e3574ab35d30481b86cb182ec9f693138dfc258cee06c56d90ba"
"文档/归档/阶段/窗口提示词/窗口36-REST面试与语音.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口36-REST面试与语音.md","document","10ee81354e42f244c3ff8b05f1f4f6ee5052f898b9b8d02aaf0e9a2d86cd8194"
"文档/归档/阶段/窗口提示词/窗口37-REST评测报告与学习.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口37-REST评测报告与学习.md","document","024b4d81af6c6c88e900319b40c30ccb9ec7e6fb243d92ff70a093e6d6a53219"
"文档/归档/阶段/窗口提示词/窗口38-REST计费治理与运营.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口38-REST计费治理与运营.md","document","41958af4511e110ede1e616d4ee6c9b33e59eb86adc7d169e3870726e1b83ebb"
"文档/归档/阶段/窗口提示词/窗口39-SSE持久重放.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口39-SSE持久重放.md","document","e5ad031caad294dcf35596b549a38ae4fae017816456b7db6f64394469429e43"
"文档/归档/阶段/窗口提示词/窗口40-WebSocket语音协议.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口40-WebSocket语音协议.md","document","96353fbca8b23ad41fc0dbebe0fe8ee6cc7e25dcea79265462e82a77ea585e4e"
"文档/归档/阶段/窗口提示词/窗口41-前端共享基础.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口41-前端共享基础.md","document","8970b0db7985099b614b20ac942922e8abdc0b115d3d8973565d3e073c2b3a82"
"文档/归档/阶段/窗口提示词/窗口42-前端身份题库练习与状态.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口42-前端身份题库练习与状态.md","document","8e845e189f482a11f28b93f001bf118693a661164d84a02b5d5d852616fc89d7"
"文档/归档/阶段/窗口提示词/窗口43-前端面试与语音.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口43-前端面试与语音.md","document","5440ee6e59173d342e5d33d8aeba40848a09a37f182620162d0f696a3d52e515"
"文档/归档/阶段/窗口提示词/窗口44-前端评测学习计费隐私与管理.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口44-前端评测学习计费隐私与管理.md","document","b720ed1e03872d14c7d5d3f414dd8672a28a9f02967a6717e21ad55bc406e7da"
"文档/归档/阶段/窗口提示词/窗口45-入站集成收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口45-入站集成收口.md","document","65e7572b200b1d09005bf9cd501a0fecf00c5444ff329fe327b722913c183855"
"文档/归档/阶段/窗口提示词/窗口46-前端集成收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口46-前端集成收口.md","document","82901eacecdae796249fc00a8175b50ec80fd8ecf12e05a1699e0e5015abefea"
"文档/归档/阶段/窗口提示词/窗口47-启动会话安全与组件装配.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口47-启动会话安全与组件装配.md","document","88e40cb7e92c35f132b07b8c7308c5d70dcdc38a4c7829a442896dd74db8cce6"
"文档/归档/阶段/窗口提示词/窗口48-第4波集成静态审查.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口48-第4波集成静态审查.md","document","a77499d5c0e32026d103093064cef0dd6442a58b2c693ca31fa3e5ad8c6f4794"
"文档/归档/阶段/窗口提示词/窗口49-若依语音运行链路收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口49-若依语音运行链路收口.md","document","4d5f98f2c99192b0159cc0c2867b87b877459d892709ebdcaf128c32bb930dd6"
"文档/归档/阶段/窗口提示词/窗口50-若依语音运行链路剩余收口.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/窗口50-若依语音运行链路剩余收口.md","document","1fd5df4806def0e97a5aca5c49f0aa57d2f0e69f0cb726f5ef2f478800bc8ecb"
"文档/归档/阶段/窗口提示词/第3波代码落地多窗口提示词索引.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/第3波代码落地多窗口提示词索引.md","document","f7206085b79a7664a2f3ea98f76bd39477a3bd789fff44fefd89fb86eb02efb8"
"文档/归档/阶段/窗口提示词/第4波入站与前端落地多窗口提示词索引.md","文档/项目/AI面试教练/归档/阶段/窗口提示词/第4波入站与前端落地多窗口提示词索引.md","document","1056b30348324a9636782cd22f0939277dd3ff17ca684109dc6d69b07b76ec4b"
"文档/归档/阶段/第01期-独立工程契约与模块边界地基.md","文档/项目/AI面试教练/归档/阶段/第01期-独立工程契约与模块边界地基.md","document","8a630ec1c58cf1e16f149dc095d58d377be1ae40cc0534bac3443069354c9868"
"文档/归档/阶段/第02期-服务商语音结构化输出与标准集风险验证.md","文档/项目/AI面试教练/归档/阶段/第02期-服务商语音结构化输出与标准集风险验证.md","document","8a70fd8a89141946cc0dd8706a79475cce3c92bfb0c039d501fe765d65237ede"
"文档/归档/阶段/第03期-身份租户与同意基线.md","文档/项目/AI面试教练/归档/阶段/第03期-身份租户与同意基线.md","document","29a27be215975b72957e86acbaf7ae4fb454ffa06d1416bfcf53397c61e1774b"
"文档/归档/阶段/第04期-版本化题库与内容发布.md","文档/项目/AI面试教练/归档/阶段/第04期-版本化题库与内容发布.md","document","14440ded41177d41deed17a92b5e59adb9476e0c00d12f6697fb8303b00300f8"
"文档/归档/阶段/第05期-文本单题练习.md","文档/项目/AI面试教练/归档/阶段/第05期-文本单题练习.md","document","2df7f6a31790b74f16329853525b8c2502eec3b90ddc932c4f286f03f5fa3422"
"文档/归档/阶段/第06期-服务商接口与单题证据反馈.md","文档/项目/AI面试教练/归档/阶段/第06期-服务商接口与单题证据反馈.md","document","0e1f6e25f379d382680cbf8375bddec02f2e2f9a63cd572f608151c4f663a1b1"
"文档/归档/阶段/第07期-权益预检与面试计划.md","文档/项目/AI面试教练/归档/阶段/第07期-权益预检与面试计划.md","document","7a8c9838311d1370f38f6f23ab68f90905b4ba2d70d0d71e85f7ee2d58dc8e01"
"文档/归档/阶段/第08期-会话状态事务发件箱任务与恢复地基.md","文档/项目/AI面试教练/归档/阶段/第08期-会话状态事务发件箱任务与恢复地基.md","document","2c1dcd6a516e13f37f3c2598ac3d8295c0770feef520422a79d4edb95709329b"
"文档/归档/阶段/第09期-文本面试智能体闭环.md","文档/项目/AI面试教练/归档/阶段/第09期-文本面试智能体闭环.md","document","aca921b9526ae21345b0eb62d1d9d696d162b93ff2d50cbb35983e4a35f04f83"
"文档/归档/阶段/第10期-评测报告与质量门.md","文档/项目/AI面试教练/归档/阶段/第10期-评测报告与质量门.md","document","7429d1071721bb861c431cba7362c0a73065bf15ad13f36bb442431c31b0a90c"
"文档/归档/阶段/第11期-学习教练复练与看板.md","文档/项目/AI面试教练/归档/阶段/第11期-学习教练复练与看板.md","document","0ffc14791f989b4a2f3e413f91951816ab8b610fec3229edfca2c6b68862a12b"
"文档/归档/阶段/第12期-音频语音识别与转写确认.md","文档/项目/AI面试教练/归档/阶段/第12期-音频语音识别与转写确认.md","document","44666aefb68edb0099ffaecafcc4f635d6a32b9f324e1994e16269479490e3b5"
"文档/归档/阶段/第13期-级联语音面试闭环.md","文档/项目/AI面试教练/归档/阶段/第13期-级联语音面试闭环.md","document","7a37c2afd764ebf5a049d7386f94c81af4a2afc32cf0be098048adf248d1568a"
"文档/归档/阶段/第14期-多实例韧性缓存恢复与功能开关.md","文档/项目/AI面试教练/归档/阶段/第14期-多实例韧性缓存恢复与功能开关.md","document","7ab0d94452b8f38b0a623bc1177e0c40709d873d52eb3f987fdd9807ca3db603"
"文档/归档/阶段/第15期-隐私删除管理员权限与审计.md","文档/项目/AI面试教练/归档/阶段/第15期-隐私删除管理员权限与审计.md","document","6f5dd3aca35f84ee21478c758af43400ff8517029999596158bbbf602c2244fb"
"文档/归档/阶段/第16期-订单支付额度结算与成本账本.md","文档/项目/AI面试教练/归档/阶段/第16期-订单支付额度结算与成本账本.md","document","517634482085b2cfb8193e65834773eaf69e17fc862b6274ab46bb609c1b98df"
"文档/归档/阶段/第17期-生产运维监控备份与回滚准备.md","文档/项目/AI面试教练/归档/阶段/第17期-生产运维监控备份与回滚准备.md","document","1800bc7dfeae6b74051f19f8f1ef9481413beacc4b56eab3f59fad04ff12d9d1"
"文档/归档/阶段/第18期-系统审查浏览器验收与上线就绪.md","文档/项目/AI面试教练/归档/阶段/第18期-系统审查浏览器验收与上线就绪.md","document","b47b7a664480cf0531c8985d80188e8275e4196b6fabc3720004fb15f18af4b1"
"文档/归档/阶段/第19期-若依身份与后端单体收敛.md","文档/项目/AI面试教练/归档/阶段/第19期-若依身份与后端单体收敛.md","document","f9cf54de10e0987288bdf782b34ef66a76e0f0929060e64915d95e24cf5a0232"
"文档/归档/阶段/计划文件结构蓝图.md","文档/项目/AI面试教练/归档/阶段/计划文件结构蓝图.md","document","b753918f75006d47e39041bf1dc7ca81039e95ef43ee19e0c7a9a000da125f58"
"文档/归档/项目/01-生产排程/check-aps-database-design-62-tables.cjs","文档/项目/01-生产排程与车间调度/归档/check-aps-database-design-62-tables.cjs","document","058033e9232a6142e2935cfedcfe71b5a9f3080cf71646a85ef56eed0e73d294"
"文档/归档/项目/01-生产排程/database-design-check-results-62-tables.json","文档/项目/01-生产排程与车间调度/归档/database-design-check-results-62-tables.json","document","eb76cafbfde0ef94788b95a69a2b6e2b0e11274056e2424068a9f3fb0ab38f5c"
"文档/归档/项目/01-生产排程/数据库设计-62表草案.md","文档/项目/01-生产排程与车间调度/归档/数据库设计-62表草案.md","document","41cf507b67f127fa1a4432eed8301239c1b46cb9e960d13f574731ff0c5efb72"
"文档/归档/项目/01-生产排程/数据库设计验证记录-62表.md","文档/项目/01-生产排程与车间调度/归档/数据库设计验证记录-62表.md","document","7704b78d2f4e736eaf25d239ec3771af44b05a760a68f6e96c45edcb86f02db6"
"文档/归档/项目/03-AI服装搭配报价/数据库设计-v1.md","文档/项目/03-服装智能选品与报价/归档/数据库设计-v1.md","document","9d675a79bee4e5f4c73307c69ffe8f1b74f7e72ab9d58b9cae9ac58fb51d8ebc"
"文档/架构/README.md","文档/项目/AI面试教练/架构/README.md","document","9029dc84647a37861d7d39af202732fb1d809bdb3c4149409e80bd97d42ecf18"
"文档/架构/商业语音面试智能体与接口设计.md","文档/项目/AI面试教练/架构/商业语音面试智能体与接口设计.md","document","85ef339d7f128db7981d66dfd835ca9e50e5607947e85798d1f9b1e0b47f8f1b"
"文档/架构/商业面试契约/asyncapi.json","文档/项目/AI面试教练/架构/商业面试契约/asyncapi.json","document","6246f219bca2950543779d79d463e69c69fcb88fe8eb25c10b30b59c3cdc5cfa"
"文档/架构/商业面试契约/openapi.json","文档/项目/AI面试教练/架构/商业面试契约/openapi.json","document","b0dc0a74d1d57111ea96414d985f478ceb88b26df8f815d50db8e8318d65ebfb"
"文档/架构/商业面试契约/schemas.json","文档/项目/AI面试教练/架构/商业面试契约/schemas.json","document","687cb08be584e7f2e84c389195130efa1dfd3815d17bc61191758b7fe2bb07ae"
"文档/架构/若依平台收敛设计.md","文档/项目/AI面试教练/架构/若依平台收敛设计.md","document","9e4c86dabc53d0ca68d1d6aa4d9f944ff5ecb97a47afec12915a6521739bc4f5"
"文档/架构/若依题库与语音面试收敛方案.md","文档/项目/AI面试教练/架构/若依题库与语音面试收敛方案.md","document","24efe7e452d023dbeee14ec02534d96c5dde154174301fb18eec663fc3f53576"
"文档/架构/项目/01-生产排程/APS排程引擎需求与技术设计.md","文档/项目/01-生产排程与车间调度/架构/APS排程引擎需求与技术设计.md","document","1d23f93d1e207b97d9663d3248c43e233fe4111dc9d0d64c696f2b8653b6080f"
"文档/架构/项目/01-生产排程/database-design-check-results.json","文档/项目/01-生产排程与车间调度/架构/database-design-check-results.json","document","f75cfa1409a8ba33647f53b94aae94ddb990354862ee6f7705002e9558a908a7"
"文档/架构/项目/01-生产排程/数据库设计.md","文档/项目/01-生产排程与车间调度/架构/数据库设计.md","document","ff8d6bc207c94644ca7cc76c9304c4a7865c9ce61cb2b400ec050cfb30b6f177"
"文档/架构/项目/01-生产排程/数据库设计验证记录.md","文档/项目/01-生产排程与车间调度/架构/数据库设计验证记录.md","document","e6f535bf75c2a5db244d7ae891476d7e92b2ac1b4ab2258dede0d3a0fb43dd68"
"文档/架构/项目/01-生产排程/甘特图组件选型决策.md","文档/项目/01-生产排程与车间调度/架构/甘特图组件选型决策.md","document","d4e3a1117234efb4531c96a948e4913b5b8a89ebde4c6899dc0a92caeb25e88e"
"文档/架构/项目/01-生产排程/生产排程数据库基线草案.sql","文档/项目/01-生产排程与车间调度/架构/生产排程数据库基线草案.sql","document","09017ed273b27c597b6d588a0f4b85dba189037d31019209b4270c272442b4e7"
"文档/架构/项目/02-Agent桌面执行/技术架构设计.md","文档/项目/02-Aden桌面智能执行平台/架构/技术架构设计.md","document","a73b4b54581a2511c6b14027d4b7a086d6c65d3f6d246ed9244aa30bfdf7e4d1"
"文档/架构/项目/03-AI服装搭配报价/Python-Agent架构设计.md","文档/项目/03-服装智能选品与报价/架构/Python-Agent架构设计.md","document","5a8740d161aa0e40e0467a4c10f9e0b4c09fa8fe21c6a80254d37c65a087df9f"
"文档/架构/项目/03-AI服装搭配报价/技术架构设计.md","文档/项目/03-服装智能选品与报价/架构/技术架构设计.md","document","7869e71a4ba86c00e7a8993179084fab90169e8b7c543955edc9821a1ec82397"
"文档/许可/若依Vue3上游评审报告.md","文档/项目/AI面试教练/许可/若依Vue3上游评审报告.md","document","6b0eeea16d6f6612f4826d6e05864d96ba0a69eef56523880bed2cd3c4ce1ad2"
"文档/调研/2026-09-07-商业语音面试双智能体方案讨论.md","文档/项目/AI面试教练/调研/2026-09-07-商业语音面试双智能体方案讨论.md","document","6dd6d513aa55dfb00951e014c1f9db1f53bc241a51770e8fc9d6e7cf05172e2e"
"文档/调研/2026-09-08-商业语音面试全流程审阅.md","文档/项目/AI面试教练/调研/2026-09-08-商业语音面试全流程审阅.md","document","9ea83b7cf6e4bb594f2429fea7cd006ed6351795e1cf6b8ab160b296e8e5e6be"
"文档/调研/README.md","文档/项目/AI面试教练/调研/README.md","document","fed404debf8184e1dac59a3210c60946bfe6a1a54c090666c16341115dcf6b3a"
"文档/调研/项目/01-生产排程/APS排程引擎技术调研.md","文档/项目/01-生产排程与车间调度/调研/APS排程引擎技术调研.md","document","9bb73ad72069f0821e1a31ac5002ee9a954812ee6bcb8f9a242e236dab5f808e"
"文档/调研/项目/01-生产排程/工序与资源调研.md","文档/项目/01-生产排程与车间调度/调研/工序与资源调研.md","document","9aa6aaf52acf44b3be5086aefb9996a76c7cfeb19f030fd72a46deffaac22ecd"
"文档/调研/项目/01-生产排程/市场与竞品调研.md","文档/项目/01-生产排程与车间调度/调研/市场与竞品调研.md","document","b70b253826ae4e6ee80157e257223c268253221b4026dc48f07099f58f3fd26e"
"文档/调研/项目/02-Agent桌面执行/2026-09-11-行业机会调研.md","文档/项目/02-Aden桌面智能执行平台/调研/2026-09-11-行业机会调研.md","document","f096897fc4d6afdd7e078d134ba4897273c5b8d74b852fc2fb27cb3a18369b1a"
"文档/调研/项目/02-Agent桌面执行/市场与竞品调研.md","文档/项目/02-Aden桌面智能执行平台/调研/市场与竞品调研.md","document","a8d708d8ee70d5dce32fa27ae23b8328aa0c630b6b0ce15e577c2c298ceaad6d"
"文档/调研/项目/02-Agent桌面执行/采购专题调研.md","文档/项目/02-Aden桌面智能执行平台/调研/采购专题调研.md","document","5f476e3c7def85c8dd5139119b092f50cae6d199328f5d9ef46fd3f66127b388"
"文档/调研/项目/03-AI服装搭配报价/2026-09-11-Python-Agent框架与生产架构调研.md","文档/项目/03-服装智能选品与报价/调研/2026-09-11-Python-Agent框架与生产架构调研.md","document","3787f4588fd3713b82e0247c0ff7deee8ae6d91bb9e4aa4dad6567fe5fb5784d"
"文档/调研/项目/03-AI服装搭配报价/2026-09-11-专项市场调研.md","文档/项目/03-服装智能选品与报价/调研/2026-09-11-专项市场调研.md","document","2b277fd87678d384ea17fa0588a93237cf90b7c7eb73a2ab1b9c8245dc91a03b"
"文档/调研/项目/03-AI服装搭配报价/市场与竞品调研.md","文档/项目/03-服装智能选品与报价/调研/市场与竞品调研.md","document","b56e64b9ebede2c0c7468d39ce5dca8fa009d13eb46860d7ceb302bbf52efd5c"
"文档/调研/项目/README.md","文档/项目/README.md","document","16e5b58d120910aeb6693e4c48a24c9f1cb93d9b9a1d53eb67522ec9b543f243"
"0word需求文档/生产排产系统需求文档_PRD_V1.0.docx","文档/项目/01-生产排程与车间调度/原始需求/生产排产系统需求文档_PRD_V1.0.docx","original-requirement","2d7e844e20a0f841e08083fe36fdf60371385ca08300f9d7a1d79d31172749c0"
"0word需求文档/Aden_Agent桌面智能执行平台_PRD_V1.0.docx","文档/项目/02-Aden桌面智能执行平台/原始需求/Aden_Agent桌面智能执行平台_PRD_V1.0.docx","original-requirement","ca711be589dfa1c46da88583f04c0a3b494ff1d4ae26985dad22989218b8ead0"
"0word需求文档/AI服装智能搭配与报价系统_需求文档.docx","文档/项目/03-服装智能选品与报价/原始需求/AI服装智能搭配与报价系统_需求文档.docx","original-requirement","24fc574f9c25645bd6b5eff3483321df918b817b9894fcc2f1ebe8818b585f2e"
